АВТОМОБИЛЬ	ССЫЛКА_НА_ФОТО	СТАТУС	ИСТОЧНИК
Acura CL	https://commons.wikimedia.org/wiki/Special:FilePath/2nd%20Acura%20CL%20--%2009-26-2010.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2655512
Cadillac BLS	https://commons.wikimedia.org/wiki/Special:FilePath/Cadillac%20BLS%20front%20Holmgrens.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1025157
Land Rover Freelander 2	https://commons.wikimedia.org/wiki/Special:FilePath/2013%20Land%20Rover%20Freelander%20Dynamic%20SD4%20Automatic%202.2%20Front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3217023
Jaguar C-Type	https://commons.wikimedia.org/wiki/Special:FilePath/Jaguar%20C-Type.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1484575
Alfa Romeo 146	https://commons.wikimedia.org/wiki/Special:FilePath/1995%20Alfa%20Romeo%20146.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1292503
Maserati 200SI	https://commons.wikimedia.org/wiki/Special:FilePath/SC06%201957%20Maserati%20200SI%20rear.jpg	WIKIDATA	https://www.wikidata.org/entity/Q17582676
Audi 200	https://commons.wikimedia.org/wiki/Special:FilePath/Audi%20200%205E%20%28C2%29%20v%20sst.jpg	WIKIDATA	https://www.wikidata.org/entity/Q758720
BMW 1500	https://commons.wikimedia.org/wiki/Special:FilePath/BMW%201500%20in%20BMW-Museum%20in%20Munich%2C%20Bayern.JPG	WIKIDATA	https://www.wikidata.org/entity/Q16060432
Lexus GS 450h	https://commons.wikimedia.org/wiki/Special:FilePath/LEXUS%20GS%20450h%20%28L10%29%20China%20%282%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q4042839
Infiniti G20	https://commons.wikimedia.org/wiki/Special:FilePath/Infiniti%20G20.jpg	WIKIDATA	https://www.wikidata.org/entity/Q14565747
Acura CSX	https://commons.wikimedia.org/wiki/Special:FilePath/2009%20Acura%20CSX.JPG	WIKIDATA	https://www.wikidata.org/entity/Q2823809
Cadillac Brougham	https://commons.wikimedia.org/wiki/Special:FilePath/1991%20Cadillac%20Brougham%20gold-edition%20black%20fl.jpg	WIKIDATA	https://www.wikidata.org/entity/Q600329
Jaguar E-Type	https://commons.wikimedia.org/wiki/Special:FilePath/Ol%20car06a.JPG	WIKIDATA	https://www.wikidata.org/entity/Q249303
Alfa Romeo 147	https://commons.wikimedia.org/wiki/Special:FilePath/Alfa%20147%20II.%20Facelift%2020090808%20front.JPG	WIKIDATA	https://www.wikidata.org/entity/Q174366
Maserati 222 SE	https://commons.wikimedia.org/wiki/Special:FilePath/Maserati%20222SE.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2657643
Audi 200 quattro	https://commons.wikimedia.org/wiki/Special:FilePath/Rally%20Bohemia%202012%20%28historic%20show%2C%20SS21%20Sychrov%29%20-%20Audi%20200%20Quattro.JPG	WIKIDATA	https://www.wikidata.org/entity/Q3294434
Mercedes-Benz 300 SL	https://commons.wikimedia.org/wiki/Special:FilePath/Mercedes%20300SL%20grijs%20N%C3%BCrburgring%202006%20small.jpg	WIKIDATA	https://www.wikidata.org/entity/Q745023
Lexus GX	https://commons.wikimedia.org/wiki/Special:FilePath/Lexus%20GX%20550%20VJA252%20Overtrail%20Tactical%20Beige%20%2B%20Black%2003.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1458281
Infiniti J30	https://commons.wikimedia.org/wiki/Special:FilePath/Infiniti%20J30.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1662406
Acura EL	https://commons.wikimedia.org/wiki/Special:FilePath/%2704-%2705%20Acura%20EL.JPG	WIKIDATA	https://www.wikidata.org/entity/Q344752
Lincoln Continental	https://commons.wikimedia.org/wiki/Special:FilePath/LINCOLN%20CONTINENTAL%20TENTH%20GENERATION%20China%20%282%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1358633
Land Rover Range Rover (P38A)	https://commons.wikimedia.org/wiki/Special:FilePath/1995-1998%20Land%20Rover%20Range%20Rover%20%28P38A%29%204.0%20SE%20wagon%2005.jpg	WIKIDATA	https://www.wikidata.org/entity/Q7292685
Jaguar F-Pace	https://commons.wikimedia.org/wiki/Special:FilePath/2021%20Jaguar%20F-Pace%20HSE%20Diesel%20MHEV%20AWD%20Automatic%20facelift%202.0%20Front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q18972506
BMW 1602	https://commons.wikimedia.org/wiki/Special:FilePath/BMW%201602%20%285998683803%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q11959926
Mercedes-Benz 300 SLR	https://commons.wikimedia.org/wiki/Special:FilePath/Mercedes-Benz%20300%20SLR%201955.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2303469
Lexus HS	https://commons.wikimedia.org/wiki/Special:FilePath/2010%20Lexus%20HS250h%20--%2011-23-2009.png	WIKIDATA	https://www.wikidata.org/entity/Q1851045
Infiniti M	https://commons.wikimedia.org/wiki/Special:FilePath/Infiniti-M30-Coupe.jpg	WIKIDATA	https://www.wikidata.org/entity/Q827838
Acura ILX	https://commons.wikimedia.org/wiki/Special:FilePath/2019%20Acura%20ILX%20A-Spec%20Premium%2C%20front%208.25.19.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2113800
Cadillac Catera	https://commons.wikimedia.org/wiki/Special:FilePath/97-99%20Cadillac%20Catera%20.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1025161
Audi 50	https://commons.wikimedia.org/wiki/Special:FilePath/Audi%2050.jpg	WIKIDATA	https://www.wikidata.org/entity/Q649636
BMW 1800	https://commons.wikimedia.org/wiki/Special:FilePath/BMW%201800%20%287883880920%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2056075
Mercedes-Benz 300SEL 6.3	https://commons.wikimedia.org/wiki/Special:FilePath/Mercedes-Benz%20W109%20fl.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3089028
Lexus IS	https://commons.wikimedia.org/wiki/Special:FilePath/2026%20Lexus%20IS300h%20F%20Sport%20front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q838833
Infiniti Q30	https://commons.wikimedia.org/wiki/Special:FilePath/00%20infiniti%20q30%201.jpg	WIKIDATA	https://www.wikidata.org/entity/Q19332181
Cadillac Ciel	https://commons.wikimedia.org/wiki/Special:FilePath/Cadillac%20Ciel%20%28concept%29%20-%20Flickr%20-%20skinnylawyer.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2932696
Lincoln Continental Mark IV	https://commons.wikimedia.org/wiki/Special:FilePath/1975%20Lincoln%20Continental%20Mark%20IV%2C%20Dutch%20licence%20registration%2021-YB-60%20p1.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1128805
Alfa Romeo 156	https://commons.wikimedia.org/wiki/Special:FilePath/Alfa%20Romeo%20156%20GTA%20%2840920850890%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q926738
BMW 1M Coupe	https://commons.wikimedia.org/wiki/Special:FilePath/BMW%201-Series%20M%20--%202011%20DC.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3449486
Lexus IS (XE20)	https://commons.wikimedia.org/wiki/Special:FilePath/Lexus%20IS250%20silver.jpg	WIKIDATA	https://www.wikidata.org/entity/Q6537926
Infiniti Q45	https://commons.wikimedia.org/wiki/Special:FilePath/InfQ45.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1662409
Acura MDX	https://commons.wikimedia.org/wiki/Special:FilePath/DSC08205%20%2852803366909%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1422815
Cadillac Cien	https://commons.wikimedia.org/wiki/Special:FilePath/Cadillac%20Cien%20%28front%20angle%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1748779
Alfa Romeo 156 Crosswagon Q4	https://commons.wikimedia.org/wiki/Special:FilePath/Alfa%20Romeo%20156%20Crosswagon.JPG	WIKIDATA	https://www.wikidata.org/entity/Q11685300
Maserati 300S	https://commons.wikimedia.org/wiki/Special:FilePath/Maserati%20300%20S.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3850744
Audi 80	https://commons.wikimedia.org/wiki/Special:FilePath/Audi%2080%20B4%20Sedan.jpg	WIKIDATA	https://www.wikidata.org/entity/Q389020
BMW 2000 GL	https://commons.wikimedia.org/wiki/Special:FilePath/MHV%20BMW%202004%201973%2001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q796370
Mercedes-Benz Vito	https://commons.wikimedia.org/wiki/Special:FilePath/2017%20Mercedes-Benz%20Vito%20111%20CDi%201.6.jpg	WIKIDATA	https://www.wikidata.org/entity/Q345168
Lexus IS F	https://commons.wikimedia.org/wiki/Special:FilePath/2007%20Lexus%20IS-F%2001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1808616
Infiniti Q50	https://commons.wikimedia.org/wiki/Special:FilePath/Infiniti%20Q50%20S%20HYBRID%20%28V37%29%20%E2%80%93%20Frontansicht%2C%2017.%20August%202014%2C%20D%C3%BCsseldorf.jpg	WIKIDATA	https://www.wikidata.org/entity/Q4999061
Acura RDX	https://commons.wikimedia.org/wiki/Special:FilePath/2019%20Acura%20RDX%20front%201.5.18.jpg	WIKIDATA	https://www.wikidata.org/entity/Q344792
Alfa Romeo 159	https://commons.wikimedia.org/wiki/Special:FilePath/Alfa%20159%20grey.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1610
Maserati 3200 GT	https://commons.wikimedia.org/wiki/Special:FilePath/Maserati%203200%20GT%20-%20Flickr%20-%20Alexandre%20Pr%C3%A9vot%20%283%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1322630
Audi 80 B2	https://commons.wikimedia.org/wiki/Special:FilePath/Beuel-classics-22032015-275.jpg	WIKIDATA	https://www.wikidata.org/entity/Q758725
Mercedes-Benz 380	https://commons.wikimedia.org/wiki/Special:FilePath/1934%20Mercedes-Benz%20380K%2C%20140hp%203800cc%20155kmh%20photo-3.JPG	WIKIDATA	https://www.wikidata.org/entity/Q631909
Infiniti Q60	https://commons.wikimedia.org/wiki/Special:FilePath/2017%20Infiniti%20Q60%20%28V37%29%20front%204.24.18.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1662400
Acura RL	https://commons.wikimedia.org/wiki/Special:FilePath/2009%20Acura%20RL--DC.jpg	WIKIDATA	https://www.wikidata.org/entity/Q344798
Maserati 3500 GT	https://commons.wikimedia.org/wiki/Special:FilePath/Maserati%203500%20GT%20front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1850430
Audi 80 B3	https://commons.wikimedia.org/wiki/Special:FilePath/Audi%2080%20B3%20front%2020081201.jpg	WIKIDATA	https://www.wikidata.org/entity/Q758726
BMW 3 Series	https://commons.wikimedia.org/wiki/Special:FilePath/BMW%20G20%20%282022%29%201X7A6120.jpg	WIKIDATA	https://www.wikidata.org/entity/Q466066
Lexus LFA	https://commons.wikimedia.org/wiki/Special:FilePath/2011%20Lexus%20LFA%20White.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1341985
Infiniti Q70	https://commons.wikimedia.org/wiki/Special:FilePath/Infiniti%20Q70%20-%20Mondial%20de%20l%27Automobile%20de%20Paris%202014%20-%20001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1662407
Acura RLX	https://commons.wikimedia.org/wiki/Special:FilePath/2018%20Acura%20RLX%20sedan%20front%204.2.18.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2263998
Cadillac CTS	https://commons.wikimedia.org/wiki/Special:FilePath/%2714%20Cadillac%20CTS%20Sedan.jpg	WIKIDATA	https://www.wikidata.org/entity/Q770733
Alfa Romeo 166	https://commons.wikimedia.org/wiki/Special:FilePath/Alfa%20Romeo%20166%20front%2020071105.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1130671
Audi 80 B4	https://commons.wikimedia.org/wiki/Special:FilePath/Audi80-1992.JPG	WIKIDATA	https://www.wikidata.org/entity/Q758727
BMW 3 Series (E46)	https://commons.wikimedia.org/wiki/Special:FilePath/BMW320i%20E46%20Lim.jpg	WIKIDATA	https://www.wikidata.org/entity/Q756792
Mercedes-Benz W168	https://commons.wikimedia.org/wiki/Special:FilePath/Mercedes%20A%20160%20Elegance%20%28W168%29%20front%2020090926.jpg	WIKIDATA	https://www.wikidata.org/entity/Q442752
Infiniti QX	https://commons.wikimedia.org/wiki/Special:FilePath/97-00%20Infiniti%20QX4.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1662414
Acura SLX	https://commons.wikimedia.org/wiki/Special:FilePath/Acura%20SLX.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3120754
Cadillac CTS-V	https://commons.wikimedia.org/wiki/Special:FilePath/2009%20Cadillac%20CTS-V%20in%20Black%2C%20front%20left%20%2808-25-2009%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2062135
Maserati 420	https://commons.wikimedia.org/wiki/Special:FilePath/Maserati%20Biturbo%20front%2020080419.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3850745
Audi 90	https://commons.wikimedia.org/wiki/Special:FilePath/Audi%2090%20front%2020071015.jpg	WIKIDATA	https://www.wikidata.org/entity/Q758728
BMW 3 Series (F30)	https://commons.wikimedia.org/wiki/Special:FilePath/2017%20BMW%20340i%20%28F30%20LCI%29%20Luxury%20Line%20sedan%20%282018-07-30%29%2001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q626846
Mercedes-Benz 500E	https://commons.wikimedia.org/wiki/Special:FilePath/1992%20Mercedes-Benz%20500E%20%28W124.036%29%2C%20front%20right.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3560500
Lexus LS 400	https://commons.wikimedia.org/wiki/Special:FilePath/Lexus%20LS%20400%20UCF10%20I.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1267427
Infiniti QX30	https://commons.wikimedia.org/wiki/Special:FilePath/Infiniti%20QX30%20-%20lewy%20prz%C3%B3d%20%28MSP17%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q19900946
Acura TL	https://commons.wikimedia.org/wiki/Special:FilePath/1999-2001%20Acura%203.2%20TL.jpg	WIKIDATA	https://www.wikidata.org/entity/Q344824
Alfa Romeo 1750	https://commons.wikimedia.org/wiki/Special:FilePath/Alfa%202000%20Berlina%201974.jpg	WIKIDATA	https://www.wikidata.org/entity/Q796405
Maserati 420M	https://commons.wikimedia.org/wiki/Special:FilePath/Collection%20Panini%20Maserati%200098.JPG	WIKIDATA	https://www.wikidata.org/entity/Q3850769
BMW 3 Series Gran Turismo	https://commons.wikimedia.org/wiki/Special:FilePath/BMW%20318d%20GT%20Modern%20Line%20%28F34%29%20%E2%80%93%20Frontansicht%2C%2031.%20August%202013%2C%20M%C3%BCnster.jpg	WIKIDATA	https://www.wikidata.org/entity/Q4311136
Lexus LS 400 (UCF20)	https://commons.wikimedia.org/wiki/Special:FilePath/Lexus%20LS%20400%20UCF20%20I%20Moonstone%20Pearl.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1282231
Infiniti QX50	https://commons.wikimedia.org/wiki/Special:FilePath/2019%20Infiniti%20QX50%20front%205.22.18.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1629714
Acura TSX	https://commons.wikimedia.org/wiki/Special:FilePath/2012%20Acura%20TSX%20sedan%20--%202012%20DC.JPG	WIKIDATA	https://www.wikidata.org/entity/Q2455196
Jaguar S-Type	https://commons.wikimedia.org/wiki/Special:FilePath/Jaguar%20S-Type%20front%2020080517.jpg	WIKIDATA	https://www.wikidata.org/entity/Q582111
Alfa Romeo 1900	https://commons.wikimedia.org/wiki/Special:FilePath/Alfa%20Romeo%20museum%20-%20Alfa%20Romeo%201900.jpg	WIKIDATA	https://www.wikidata.org/entity/Q980705
Lexus LS600h	https://commons.wikimedia.org/wiki/Special:FilePath/LS%20600h%20L%20Verdigris%20Mica.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1477236
Infiniti QX60	https://commons.wikimedia.org/wiki/Special:FilePath/2022%20Infiniti%20QX60%20Luxe%2C%20front%206.11.22.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2970694
Acura ZDX (2009)	https://commons.wikimedia.org/wiki/Special:FilePath/2010%20Acura%20ZDX%20--%2003-15-2010.jpg	WIKIDATA	https://www.wikidata.org/entity/Q344833
Jaguar X-Type	https://commons.wikimedia.org/wiki/Special:FilePath/Jaguar%20X-Type.jpg	WIKIDATA	https://www.wikidata.org/entity/Q475753
Audi A2	https://commons.wikimedia.org/wiki/Special:FilePath/2002%20Audi%20A2%20TDi%20SE%201.4.jpg	WIKIDATA	https://www.wikidata.org/entity/Q741656
Lexus LX	https://commons.wikimedia.org/wiki/Special:FilePath/Lexus%20LX%20600%20VJA310%20F%20Sport%20White%20Nova%2001.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1509972
Jaguar XE	https://commons.wikimedia.org/wiki/Special:FilePath/2017%20Jaguar%20XE%20Portfolio%20Diesel%20Automatic%202.0%20Front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q15939056
Alfa Romeo 2000	https://commons.wikimedia.org/wiki/Special:FilePath/Alfa%202000%20touring%20spider.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1887809
Maserati 5000 GT	https://commons.wikimedia.org/wiki/Special:FilePath/Maserati%205000GT.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1907012
Lexus RC	https://commons.wikimedia.org/wiki/Special:FilePath/Lexus%20RC%20F%20XC10%20FL%20Radiant%20Red%20%281%29%20%28cropped%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q15140120
Infiniti QX80	https://commons.wikimedia.org/wiki/Special:FilePath/Infiniti%20QX80%20Autograph%20%28Z63%29%20front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q19888560
Cadillac Eldorado Brougham	https://commons.wikimedia.org/wiki/Special:FilePath/1957%20Cadillac%20Eldorado%20Brougham%204-door%20hardtop%20%287143765601%29%20%28cropped%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1025180
Jaguar XF (X260)	https://commons.wikimedia.org/wiki/Special:FilePath/Jaguar%20XF%20%28X260%29%20Sportbrake%20Facelift%20IMG%208892.jpg	WIKIDATA	https://www.wikidata.org/entity/Q19787640
Alfa Romeo 2300	https://commons.wikimedia.org/wiki/Special:FilePath/Alfa%20Romeo%202300%20Rio%20Front%20View.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2834751
Audi A3 8L	https://commons.wikimedia.org/wiki/Special:FilePath/Audi%20A3%201.6%203-door%201997%20UK.jpg	WIKIDATA	https://www.wikidata.org/entity/Q473441
Mercedes-Benz AMG Vision Gran Turismo	https://commons.wikimedia.org/wiki/Special:FilePath/Mercedes-Benz%20AMG%20Vision%20Gran%20Turismo%20DSC%208431.jpg	WIKIDATA	https://www.wikidata.org/entity/Q17221157
Lexus RX	https://commons.wikimedia.org/wiki/Special:FilePath/2023%20Lexus%20RX%20350%20Premium%20Plus%20in%20Matador%20Red%20Mica%2C%20front%20left.jpg	WIKIDATA	https://www.wikidata.org/entity/Q660273
Jaguar XF-R	https://commons.wikimedia.org/wiki/Special:FilePath/Jaguar%20XF-R%20%288505516186%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2054675
Alfa Romeo 2600	https://commons.wikimedia.org/wiki/Special:FilePath/Alfa.JPG	WIKIDATA	https://www.wikidata.org/entity/Q611019
Audi A3 8P	https://commons.wikimedia.org/wiki/Special:FilePath/Audi%20A3%20S-Line%20silver.JPG	WIKIDATA	https://www.wikidata.org/entity/Q758740
Mercedes-Benz C11	https://commons.wikimedia.org/wiki/Special:FilePath/1990%20Mercedes-Benz%20C11%20HCC25.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1736380
Lexus RX 400h	https://commons.wikimedia.org/wiki/Special:FilePath/Toyota%20Harrier%20Hybrid%2001.JPG	WIKIDATA	https://www.wikidata.org/entity/Q2504355
Cadillac Escalade	https://commons.wikimedia.org/wiki/Special:FilePath/2026%20Cadillac%20Escalade%20ESV.jpg	WIKIDATA	https://www.wikidata.org/entity/Q830369
Lincoln LS	https://commons.wikimedia.org/wiki/Special:FilePath/00-02%20Lincoln%20LS%202.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1337514
Maserati MC12	https://commons.wikimedia.org/wiki/Special:FilePath/Maserati.MC12.JPG	WIKIDATA	https://www.wikidata.org/entity/Q389575
Audi A3 8V	https://commons.wikimedia.org/wiki/Special:FilePath/Audi%20-%20A3%20-%20Mondial%20de%20l%27Automobile%20de%20Paris%202012%20-%20202.jpg	WIKIDATA	https://www.wikidata.org/entity/Q758738
Mercedes-Benz C140	https://commons.wikimedia.org/wiki/Special:FilePath/Mercedes-Benz%20Coup%C3%A9-Baureihe%20140.jpg	WIKIDATA	https://www.wikidata.org/entity/Q915837
Cadillac Escalade ESV	https://commons.wikimedia.org/wiki/Special:FilePath/2026%20Cadillac%20Escalade%20ESV.jpg	WIKIDATA	https://www.wikidata.org/entity/Q16040199
Jaguar XJ (X308)	https://commons.wikimedia.org/wiki/Special:FilePath/Jaguar%20X300%20front%2020081218.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1678516
Lamborghini 350 GT	https://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20350%20GT%201964.jpg	WIKIDATA	https://www.wikidata.org/entity/Q569269
McLaren 570S	https://commons.wikimedia.org/wiki/Special:FilePath/McLaren%20570S%20Spider%20IMG%209945.jpg	WIKIDATA	https://www.wikidata.org/entity/Q19759816
Bugatti 18/3 Chiron	https://commons.wikimedia.org/wiki/Special:FilePath/Bugatti%20Chiron%20%288162%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q572907
Pagani Huayra	https://commons.wikimedia.org/wiki/Special:FilePath/Pagani%20Huayra%20-%20Flickr%20-%20andrewbasterfield.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1414821
Maybach 57	https://commons.wikimedia.org/wiki/Special:FilePath/Maybach%2057%20near%20Weybridge.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1992148
Porsche 9PA	https://commons.wikimedia.org/wiki/Special:FilePath/Porsche%20Cayenne%20S%202004%20Seite.jpg	WIKIDATA	https://www.wikidata.org/entity/Q390958
Lamborghini 400 GT	https://commons.wikimedia.org/wiki/Special:FilePath/400GT.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1140314
Rolls-Royce 100EX	https://commons.wikimedia.org/wiki/Special:FilePath/Rolls-Royce%20101EX.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1124637
McLaren F1	https://commons.wikimedia.org/wiki/Special:FilePath/1996%20McLaren%20F1%20Chassis%20No%2063%206.1%20Front.jpg	WIKIDATA	https://www.wikidata.org/entity/Q849607
Pagani Zonda	https://commons.wikimedia.org/wiki/Special:FilePath/Pagani%20Zonda%20C12%20%27chassis%20001%27%20Genf%202019%201Y7A5382.jpg	WIKIDATA	https://www.wikidata.org/entity/Q848965
Maybach 57 and 62	https://commons.wikimedia.org/wiki/Special:FilePath/Mercedes%20Maybach%2057%20and%2062.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1073673
Lamborghini 400GT Monza	https://commons.wikimedia.org/wiki/Special:FilePath/1966%20Lamborghini%20400%20GT%20Monza.jpg	WIKIDATA	https://www.wikidata.org/entity/Q6481513
Aston Martin Cygnet	https://commons.wikimedia.org/wiki/Special:FilePath/Aston%20Martin%20Cygnet%20%2882%29.JPG	WIKIDATA	https://www.wikidata.org/entity/Q1140349
McLaren F1 LM	https://commons.wikimedia.org/wiki/Special:FilePath/McLaren%20F1%20LM.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3353470
Bugatti EB110	https://commons.wikimedia.org/wiki/Special:FilePath/1993%20Bugatti%20EB110%20GT%20in%20Grigio%20Scuro%2C%20front%20left%20%28Miller%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q731408
Pagani Zonda C 12 S	https://commons.wikimedia.org/wiki/Special:FilePath/Pagani%20Zonda.jpg	WIKIDATA	https://www.wikidata.org/entity/Q10968884
Lamborghini Murciélago	https://commons.wikimedia.org/wiki/Special:FilePath/2007%20Lamborghini%20Murcielago%203.jpg	WIKIDATA	https://www.wikidata.org/entity/Q216757
Aston Martin DB AR1	https://commons.wikimedia.org/wiki/Special:FilePath/Aston%20Martin%20DB%20AR1.jpg	WIKIDATA	https://www.wikidata.org/entity/Q223599
Pagani Zonda C12 6.0	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Pagani_Zonda_C12_%2846695822624%29.jpg/1280px-Pagani_Zonda_C12_%2846695822624%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	COMMONS	https://commons.wikimedia.org/wiki/File:Pagani_Zonda_C12_(46695822624).jpg
Alpine A210	https://commons.wikimedia.org/wiki/Special:FilePath/Alpinea210.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2651146
Ferrari 208 GTB/GTS	https://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20208%20GTS%20%281980%29%201.jpg	WIKIDATA	https://www.wikidata.org/entity/Q7821918
Lamborghini Gallardo	https://commons.wikimedia.org/wiki/Special:FilePath/Orange%20Lamborghini%20Gallardo%20LP560%20fl.JPG	WIKIDATA	https://www.wikidata.org/entity/Q152917
Aston Martin DB Mark III	https://commons.wikimedia.org/wiki/Special:FilePath/1957%20Aston%20Martin%20DB%20Mk%20III%20fr.jpg	WIKIDATA	https://www.wikidata.org/entity/Q2706028
Pagani Zonda C12-S 7.0	https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Pagani_Zonda_S_Roadster_7.jpg/1280px-Pagani_Zonda_S_Roadster_7.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail	COMMONS	https://commons.wikimedia.org/wiki/File:Pagani_Zonda_S_Roadster_7.jpg
Maybach Exelero	https://commons.wikimedia.org/wiki/Special:FilePath/Excelero.jpg	WIKIDATA	https://www.wikidata.org/entity/Q843163
Ferrari 208 GTB/GTS Turbo	https://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20GTS%20Turbo%201X7A7839.jpg	WIKIDATA	https://www.wikidata.org/entity/Q16039818
Lamborghini Aventador	https://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Aventador%20LP750-4%20SV%20IMG%209103%20%28cropped%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q318094
Bentley Arnage	https://commons.wikimedia.org/wiki/Special:FilePath/2007%20Bentley%20Arnage%20T%2001.JPG	WIKIDATA	https://www.wikidata.org/entity/Q818285
Rolls-Royce 200EX	https://commons.wikimedia.org/wiki/Special:FilePath/Rolls%20Royce%20200EX%20%27Ghost%27%20-%20Flickr%20-%20The%20Car%20Spy%20%282%29.jpg	WIKIDATA	https://www.wikidata.org/entity/Q4542510
Pagani Zonda C12-S Monza	https://commons.wikimedia.org/wiki/Special:FilePath/Pagani%20Race%20Car.jpg	WIKIDATA	https://www.wikidata.org/entity/Q3809948
Pagani Zonda Cinque	https://commons.wikimedia.org/wiki/Special:FilePath/Pagani%20Zonda%20Cinque.jpg	WIKIDATA	https://www.wikidata.org/entity/Q672427
Alpine GTA	https://commons.wikimedia.org/wiki/Special:FilePath/Alpine%20GTA%20V6%20Turbo%201989.jpg	WIKIDATA	https://www.wikidata.org/entity/Q1456630
Ferrari 212 Inter	https://commons.wikimedia.org/wiki/Special:FilePath/Ferrari%20212%20Inter%2000.jpg	WIKIDATA	https://www.wikidata.org/entity/Q556469
Lamborghini Countach	https://commons.wikimedia.org/wiki/Special:FilePath/Lamborghini%20Countach%2025th%20Anniversary%20IMG%202994.jpg	WIKIDATA	https://www.wikidata.org/entity/Q863812
